market,funding_total_usd,status,country_code,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_fincing,private_equity
SocialMedia,4502251,operating,,,0,0,0,0,0,0,0
Fince,63590263,operating,,,0,0,0,0,0,0,0
Fince,19790000,operating,CHN,,0,19790000,0,0,0,0,0
Mobile,1000000,operating,IND,2010,1000000,0,0,0,0,0,0
Fince,1380700,,ITA,2011,1380700,0,0,0,0,0,0
LocalBusinesses,560000,operating,SGP,,560000,0,0,0,0,0,0
Payments,81574271,operating,CHN,2005,0,81574271,0,0,0,0,0
,500000,operating,USA,,0,0,0,0,0,0,0
Design,35000000,operating,USA,2008,0,35000000,0,0,0,0,0
Fashion,105651,operating,AUS,2010,105651,0,0,0,0,0,0
Automotive,75000000,operating,,,0,0,0,0,0,0,75000000
EnterpriseSoftware,,operating,BRA,2012,0,0,0,0,0,0,0
E-Commerce,20000,operating,IND,2012,20000,0,0,0,0,0,0
Manufacturing,7575757,operating,,2009,0,0,0,0,0,0,0
Software,210000,operating,IND,2011,10000,0,0,0,0,0,0
E-Commerce,,closed,CHN,2005,0,0,0,0,0,0,0
Automotive,80000,closed,CHN,2009,80000,0,0,0,0,0,0
Restaurants,,acquired,,2012,0,0,0,0,0,0,0
E-Commerce,9600000,operating,CHN,2005,0,9600000,0,0,0,0,0
SEO,70000,closed,RUS,2011,70000,0,0,0,0,0,0
Travel,,operating,DEU,2011,0,0,0,0,0,0,0
Advertising,1432051,operating,KOR,2011,0,0,0,946620,0,0,0
SocialMedia,2800000,operating,HKG,2008,2800000,0,0,0,0,0,0
SaaS,4100000,operating,USA,2011,0,4100000,0,0,0,0,0
Software,900000,operating,USA,2013,900000,0,0,0,0,0,0
Photography,10000000,operating,,1999,0,10000000,0,0,0,0,0
EnterpriseSoftware,925000,operating,USA,2010,500000,0,0,0,0,425000,0
Software,435400,operating,USA,2002,0,0,0,435400,0,0,0
Mobile,,operating,CHN,2011,0,0,0,0,0,0,0
Games,100000000,operating,CHN,,0,0,0,0,0,0,100000000
,700000,operating,USA,2014,700000,0,0,0,0,0,0
MobilePayments,3500000,operating,USA,2011,0,0,0,0,0,0,0
Security,450000,operating,ISR,2013,450000,0,0,0,0,0,0
,,operating,USA,2013,0,0,0,0,0,0,0
Travel&Tourism,,operating,USA,2008,0,0,0,0,0,0,0
HealthandWellness,,operating,USA,2004,0,0,0,0,0,0,0
SocialGames,10312103,,USA,2009,0,7712103,0,0,2600000,0,0
Games,560248,operating,,,0,560248,0,0,0,0,0
E-Commerce,50000,operating,USA,,50000,0,0,0,0,0,0
HealthandWellness,500000,operating,USA,2008,0,500000,0,0,0,0,0
Creative,,operating,,,0,0,0,0,0,0,0
,,operating,USA,2011,0,0,0,0,0,0,0
Mobile,7550000,operating,USA,2005,0,7550000,0,0,0,0,0
,50000,operating,USA,,50000,0,0,0,0,0,0
Fince,6410000,operating,IND,2000,0,6410000,0,0,0,0,0
Hospitality,,operating,USA,,0,0,0,0,0,0,0
Software,15000,closed,,2011,15000,0,0,0,0,0,0
,,operating,USA,2011,0,0,0,0,0,0,0
Coupons,2500,operating,,,2500,0,0,0,0,0,0
WaterPurification,110000000,operating,USA,,0,0,0,0,0,0,110000000
Consulting,,operating,USA,2006,0,0,0,0,0,0,0
Biotechnology,2100002,operating,USA,,0,2100002,0,0,0,0,0
TwitterApplications,43138,operating,,2013,43138,0,0,0,0,0,0
,,acquired,USA,1989,0,0,0,0,0,0,0
CleanTechnology,115837966,operating,GBR,,0,0,0,0,0,0,115837966
Biotechnology,3000000,acquired,USA,,0,3000000,0,0,0,0,0
CleanTechnology,10200000,,CHN,2003,0,10200000,0,0,0,0,0
Software,,operating,JPN,2012,0,0,0,0,0,0,0
Fashion,,operating,DNK,,0,0,0,0,0,0,0
HealthandWellness,250000,operating,USA,,0,250000,0,0,0,0,0
News,,operating,USA,2012,0,0,0,0,0,0,0
E-Commerce,10000000,operating,USA,1984,0,10000000,0,0,0,0,0
Retail,96932,operating,IND,,75336,0,0,0,0,21596,0
Biotechnology,32142818,operating,USA,,0,32142818,0,0,0,0,0
BusinessProductivity,20000,operating,USA,2012,20000,0,0,0,0,0,0
CommunicationsHardware,118000000,operating,USA,2004,0,38000000,0,0,0,0,80000000
Batteries,502860000,operating,USA,2001,0,251000000,0,0,0,0,0
,500000,,RUS,,500000,0,0,0,0,0,0
Advertising,25000000,operating,USA,,0,25000000,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Music,50000000,operating,CHN,2000,0,50000000,0,0,0,0,0
CuratedWeb,1623640,operating,CHN,,0,1623640,0,0,0,0,0
Mobile,16474,operating,CHN,,0,0,0,0,0,0,0
Biotechnology,20000000,operating,USA,1979,0,0,0,0,0,0,20000000
Music,350000,operating,USA,2000,0,0,0,0,350000,0,0
Biotechnology,500000,closed,USA,2008,0,0,0,0,0,500000,0
Search,6000000,acquired,USA,2007,0,5250000,0,0,0,0,0
Advertising,,operating,,2010,0,0,0,0,0,0,0
Fashion,,operating,USA,2008,0,0,0,0,0,0,0
HumanResources,20000000,operating,USA,2006,0,0,0,0,0,0,20000000
Biotechnology,40000000,operating,USA,1989,0,40000000,0,0,0,0,0
SocialMedia,151022,operating,BRA,2010,151022,0,0,0,0,0,0
Mobile,4260000,operating,FIN,2009,0,4260000,0,0,0,0,0
,12000000,operating,FRA,,0,12000000,0,0,0,0,0
HealthCareInformationTechnology,,operating,USA,,0,0,0,0,0,0,0
,4845819,operating,USA,2010,0,4845819,0,0,0,0,0
Fince,4900000,operating,NGA,,0,0,0,0,0,4900000,0
Alytics,1412834,operating,FRA,2011,1412834,0,0,0,0,0,0
RealEstate,,operating,USA,2014,0,0,0,0,0,0,0
Education,3356695,operating,ESP,2007,0,3356695,0,0,0,0,0
3D,,operating,,2012,0,0,0,0,0,0,0
Alytics,500000,acquired,USA,2000,0,500000,0,0,0,0,0
Software,3409315,operating,GBR,1977,0,0,0,0,0,0,3409315
Software,3500000,operating,USA,2013,3500000,0,0,0,0,0,0
,41250,operating,HKG,,41250,0,0,0,0,0,0
CleanTechnology,4211031,operating,USA,2006,2781795,1276036,0,0,0,153200,0
AdvertisingPlatforms,825000,operating,USA,2013,0,825000,0,0,0,0,0
FincialServices,,operating,USA,2011,0,0,0,0,0,0,0
Biotechnology,400988,operating,CAN,2011,20014,380974,0,0,0,0,0
Software,1770000,acquired,FRA,2001,0,1770000,0,0,0,0,0
Software,4540000,operating,DEU,1999,0,4540000,0,0,0,0,0
CuratedWeb,4400000,operating,USA,1997,0,4100000,0,0,0,300000,0
Technology,2700000,operating,CHE,1988,0,0,0,0,0,0,0
,600000,operating,USA,2006,0,600000,0,0,0,0,0
Pharmaceuticals,3355282,operating,,2009,0,3355282,0,0,0,0,0
E-Commerce,875000,operating,USA,2012,775000,0,0,0,100000,0,0
HealthandWellness,6790000,operating,USA,1991,0,0,0,0,0,6790000,0
BusinessServices,375000,operating,RUS,2004,0,0,0,0,0,0,0
Advertising,25000,closed,IND,2007,0,0,0,0,0,25000,0
Events,78799653,operating,GBR,1998,0,1800000,0,0,0,0,76999653
SocialMedia,147000,operating,CRI,2010,147000,0,0,0,0,0,0
Biotechnology,2000000,operating,CAN,2010,0,2000000,0,0,0,0,0
Biotechnology,805908,operating,GBR,2001,0,0,0,805908,0,0,0
Biotechnology,1622347,operating,GBR,,0,0,0,1622347,0,0,0
E-Commerce,19148000,operating,USA,2009,0,18400000,748000,0,0,0,0
Fashion,90000,operating,,2013,90000,0,0,0,0,0,0
EDATools,,operating,,2012,0,0,0,0,0,0,0
HealthCare,2012700,operating,USA,,0,2012700,0,0,0,0,0
Biotechnology,4350000,operating,USA,2013,750000,3600000,0,0,0,0,0
Medical,,operating,USA,2010,0,0,0,0,0,0,0
Biotechnology,39610000,operating,USA,2000,0,39610000,0,0,0,0,0
Biotechnology,2250180,operating,USA,2011,2250180,0,0,0,0,0,0
Fashion,60000,operating,USA,2010,0,0,60000,0,0,0,0
HealthCare,1500000,operating,USA,2009,1500000,0,0,0,0,0,0
HealthCare,583000000,operating,USA,2000,0,33000000,0,0,0,0,550000000
HealthCare,9000000,operating,USA,2008,0,9000000,0,0,0,0,0
,30000,operating,,2014,30000,0,0,0,0,0,0
CuratedWeb,6467283,operating,USA,2008,0,6467283,0,0,0,0,0
HealthCare,8140565,operating,GBR,2008,0,8140565,0,0,0,0,0
Fitness,,operating,USA,2012,0,0,0,0,0,0,0
notechnology,3986362,operating,CHE,2010,0,3986362,0,0,0,0,0
Virtualization,25560400,operating,GBR,2006,0,21870400,0,0,0,1360000,0
CloudInfrastructure,14130737,operating,USA,2010,0,14130737,0,0,0,0,0
Accounting,500000,operating,USA,1998,500000,0,0,0,0,0,0
,,operating,CAN,,0,0,0,0,0,0,0
OnlineTravel,,operating,USA,,0,0,0,0,0,0,0
SalesandMarketing,150000,operating,USA,2009,0,0,0,0,0,150000,0
Biotechnology,25930577,operating,USA,2011,5000,14875077,0,0,0,11050500,0
M2M,50000,operating,USA,,50000,0,0,0,0,0,0
HealthandWellness,500000,operating,USA,,0,0,0,0,500000,0,0
Hardware+Software,12005448,operating,USA,2005,0,12005448,0,0,0,0,0
Software,1273000,operating,USA,2007,0,1273000,0,0,0,0,0
Biotechnology,12000000,operating,,2009,0,12000000,0,0,0,0,0
CloudComputing,3000000,operating,CHN,2008,0,3000000,0,0,0,0,0
Biotechnology,98329011,operating,BEL,2001,0,0,0,0,0,0,0
EnterpriseSoftware,1000000,operating,USA,1979,1000000,0,0,0,0,0,0
Search,1595000,operating,,2011,345000,1250000,0,0,0,0,0
,3705137,operating,USA,1993,0,0,0,0,0,3705137,0
Solar,510000000,operating,USA,2007,0,0,0,0,0,0,110000000
IdentityMagement,17087500,operating,USA,2013,0,17087500,0,0,0,0,0
,275166,operating,,2011,275166,0,0,0,0,0,0
CuratedWeb,4139407,operating,USA,2010,145400,3594003,0,0,0,400004,0
BusinessServices,,operating,USA,2012,0,0,0,0,0,0,0
CuratedWeb,7618249,operating,USA,2006,0,7618249,0,0,0,0,0
Software,2100000,operating,USA,2002,0,2100000,0,0,0,0,0
InformationSecurity,2500000,operating,CHE,1999,0,2500000,0,0,0,0,0
Software,450000,operating,USA,2008,0,450000,0,0,0,0,0
HealthandWellness,960000,operating,USA,2010,0,960000,0,0,0,0,0
SocialMediaPlatforms,1500000,operating,,2012,1500000,0,0,0,0,0,0
Education,422000000,operating,BRA,,0,0,0,0,0,0,422000000
Education,50000,operating,USA,2007,50000,0,0,0,0,0,0
HealthCare,132500,operating,USA,2009,0,132500,0,0,0,0,0
Medical,,operating,USA,2013,0,0,0,0,0,0,0
Software,2757346,operating,USA,2009,0,1257346,0,0,0,1500000,0
CleanTechnology,4250000,operating,USA,2008,0,4250000,0,0,0,0,0
CleanTechnology,661000,operating,SWE,2007,0,661000,0,0,0,0,0
Alytics,20000000,operating,USA,,0,20000000,0,0,0,0,0
HealthandWellness,1287963,operating,GBR,,0,0,0,1287963,0,0,0
Software,200000,operating,USA,2012,200000,0,0,0,0,0,0
Biotechnology,1200000,operating,USA,,0,1200000,0,0,0,0,0
Biotechnology,1287963,operating,GBR,2007,1287963,0,0,0,0,0,0
HealthCare,28364818,operating,USA,2006,0,25013808,0,1000000,0,2351010,0
Fince,4545754,operating,GBR,2009,0,0,0,0,0,0,0
Software,1300000,operating,DEU,2009,1300000,0,0,0,0,0,0
CuratedWeb,,operating,KOR,2009,0,0,0,0,0,0,0
Biotechnology,34300806,operating,GBR,2002,0,0,0,0,0,0,0
,252794435,operating,USA,,0,0,0,0,0,252794435,0
Biotechnology,22009460,operating,CHE,2003,0,22009460,0,0,0,0,0
Apps,15000,operating,USA,2012,15000,0,0,0,0,0,0
WebHosting,23000000,operating,USA,2009,0,20000000,0,0,0,3000000,0
Software,762000,operating,USA,2012,762000,0,0,0,0,0,0
HealthandWellness,2338650,operating,USA,2010,0,2338650,0,0,0,0,0
Biotechnology,33500000,operating,GBR,2006,0,33500000,0,0,0,0,0
Fince,244600000,operating,USA,1992,0,19600000,0,0,0,0,225000000
Semiconductors,368000,operating,PRT,2003,0,368000,0,0,0,0,0
Consulting,4499999,operating,CAN,2005,0,4499999,0,0,0,0,0
SocialMedia,17800000,operating,USA,2008,600000,15600000,0,0,0,0,0
Video,,acquired,USA,2008,0,0,0,0,0,0,0
,,operating,USA,1972,0,0,0,0,0,0,0
Consulting,,operating,FIN,,0,0,0,0,0,0,0
Advertising,10000000,operating,USA,2004,0,10000000,0,0,0,0,0
Education,,operating,,2011,0,0,0,0,0,0,0
SocialMedia,50000,operating,,2011,50000,0,0,0,0,0,0
HealthCare,101385000,operating,USA,,0,15000000,0,0,0,0,86385000
Fince,4000000,operating,USA,2009,0,4000000,0,0,0,0,0
CleanTechnology,16424363,operating,GBR,2004,0,16424363,0,0,0,0,0
InformationTechnology,10720178,operating,GBR,1990,0,10720178,0,0,0,0,0
Entrepreneur,131568,operating,ARG,2012,51568,80000,0,0,0,0,0
HealthCare,4710960,operating,DNK,2009,4710960,0,0,0,0,0,0
MiningTechnologies,25090000,operating,IND,1997,0,25090000,0,0,0,0,0
Biotechnology,770416,operating,CHN,,0,770416,0,0,0,0,0
E-Commerce,25478613,operating,USA,2002,0,25478613,0,0,0,0,0
Mobile,31040000,operating,CAN,2004,0,31040000,0,0,0,0,0
Television,1270000,operating,SWE,2004,0,1270000,0,0,0,0,0
MedicalDevices,,operating,USA,2012,0,0,0,0,0,0,0
Software,50000000,operating,USA,1999,0,50000000,0,0,0,0,0
Biotechnology,430000,operating,USA,2005,0,0,0,0,0,430000,0
,3500000,operating,USA,,0,3500000,0,0,0,0,0
,,operating,USA,,0,0,0,0,0,0,0
Technology,3033472,operating,,,0,3033472,0,0,0,0,0
HealthandWellness,200000000,,USA,,0,0,0,0,0,0,0
Mobile,,operating,USA,2009,0,0,0,0,0,0,0
MedicalDevices,63016244,operating,USA,2004,0,18016244,0,0,0,0,45000000
Mobile,150000,operating,USA,2009,0,150000,0,0,0,0,0
Software,3255325,operating,USA,1997,0,3255325,0,0,0,0,0
HealthCare,150000,closed,USA,,150000,0,0,0,0,0,0
Alytics,8500000,operating,USA,2011,0,8500000,0,0,0,0,0
SocialMedia,50000,operating,,,50000,0,0,0,0,0,0
,8330000,operating,USA,,0,8330000,0,0,0,0,0
EnterpriseSoftware,4045500,operating,USA,2005,0,1045500,0,0,0,3000000,0
Biotechnology,113701127,operating,USA,2004,0,112201127,0,0,0,0,0
Fince,457282,closed,USA,2008,18000,150000,0,0,0,235000,0
Software,5705841,operating,USA,2001,0,4605841,0,0,0,1100000,0
Software,,operating,USA,2004,0,0,0,0,0,0,0
EnterpriseSoftware,13410901,operating,USA,1999,1410901,12000000,0,0,0,0,0
Transportation,28500000,operating,USA,2006,0,28500000,0,0,0,0,0
Software,225000,,USA,2013,0,225000,0,0,0,0,0
CloudMagement,25000000,operating,USA,2007,0,25000000,0,0,0,0,0
CuratedWeb,,acquired,,2009,0,0,0,0,0,0,0
Software,1560000,operating,,2002,0,0,0,0,0,0,0
HealthandWellness,4000000,operating,USA,2010,0,0,0,0,0,0,4000000
Semiconductors,20209960,operating,BRA,,0,20209960,0,0,0,0,0
Retail,,operating,USA,2012,0,0,0,0,0,0,0
HealthandWellness,775000,operating,USA,2002,0,775000,0,0,0,0,0
CuratedWeb,2000000,operating,IND,2007,0,0,0,0,0,0,0
Software,1500000,acquired,USA,1997,0,0,0,0,0,1500000,0
CareerMagement,25305000,acquired,USA,2002,0,25305000,0,0,0,0,0
Software,3020000,operating,USA,2011,20000,3000000,0,0,0,0,0
Biotechnology,138581610,operating,USA,2001,0,59500000,0,0,0,0,79081610
Security,7131124,acquired,USA,2007,0,7131124,0,0,0,0,0
Payments,,operating,USA,2014,0,0,0,0,0,0,0
HealthCare,13793098,acquired,USA,2002,0,13793098,0,0,0,0,0
EnterpriseSoftware,,operating,USA,,0,0,0,0,0,0,0
News,7380000,operating,USA,,0,7380000,0,0,0,0,0
Security,30000000,operating,USA,2007,0,30000000,0,0,0,0,0
HealthCare,46900000,operating,USA,1997,0,0,0,0,0,0,46900000
Mobile,352500,operating,USA,2010,240000,112500,0,0,0,0,0
Advertising,3200000,operating,USA,2008,0,1700000,0,0,0,1500000,0
Services,1999998,acquired,USA,1999,0,1999998,0,0,0,0,0
Biotechnology,15581502,,USA,,0,15581502,0,0,0,0,0
BrandMarketing,4500000,operating,ROM,2008,0,4500000,0,0,0,0,0
Biotechnology,250000,operating,USA,2011,0,250000,0,0,0,0,0
HealthCare,21376001,acquired,USA,2004,0,20626001,0,0,0,750000,0
,1300000,operating,USA,,0,1300000,0,0,0,0,0
Fince,80157014,operating,GBR,,0,0,0,0,0,0,80157014
Biotechnology,12000000,operating,USA,,0,12000000,0,0,0,0,0
EnterpriseSoftware,45000000,operating,USA,1987,0,0,0,0,0,25000000,20000000
,,operating,USA,2012,0,0,0,0,0,0,0
Fince,,operating,GBR,2012,0,0,0,0,0,0,0
SalesandMarketing,20000000,operating,USA,2003,0,20000000,0,0,0,0,0
Nonprofits,23000000,operating,USA,1961,0,23000000,0,0,0,0,0
Nonprofits,2800000,operating,USA,1994,0,0,0,0,0,0,0
,4700000,operating,USA,1994,0,4700000,0,0,0,0,0
Alytics,4979639,operating,USA,2002,0,4078719,0,0,0,900920,0
Games,,acquired,,1997,0,0,0,0,0,0,0
Recruiting,90000,operating,USA,2012,90000,0,0,0,0,0,0
Hardware+Software,10000000,operating,USA,1947,0,10000000,0,0,0,0,0
Semiconductors,33331814,operating,USA,1994,0,33331814,0,0,0,0,0
HealthcareServices,53744444,operating,USA,2007,0,49744444,0,0,0,4000000,0
Consulting,,operating,USA,2000,0,0,0,0,0,0,0
3D,20600000,operating,USA,2013,0,20600000,0,0,0,0,0
RealEstate,,,USA,2013,0,0,0,0,0,0,0
Biotechnology,1200000,operating,USA,2008,0,1200000,0,0,0,0,0
Consulting,4000000,acquired,USA,,0,4000000,0,0,0,0,0
CloudComputing,158000,operating,,2013,158000,0,0,0,0,0,0
SaaS,8500000,operating,JPN,2009,0,8500000,0,0,0,0,0
Fince,34072000,operating,USA,2003,0,34072000,0,0,0,0,0
Education,150000,operating,USA,,150000,0,0,0,0,0,0
VerticalSearch,200000,closed,,2010,200000,0,0,0,0,0,0
EnterpriseSoftware,32000000,operating,USA,1995,0,32000000,0,0,0,0,0
Software,3315000,operating,USA,2000,0,3315000,0,0,0,0,0
Biotechnology,1000000,operating,USA,2001,1000000,0,0,0,0,0,0
Biotechnology,12024769,operating,USA,2010,0,12024769,0,0,0,0,0
Software,650000,operating,USA,1992,0,650000,0,0,0,0,0
HealthandWellness,760000,operating,USA,2011,760000,0,0,0,0,0,0
Medical,,operating,USA,1994,0,0,0,0,0,0,0
Biotechnology,110640466,acquired,USA,1996,0,74150000,0,11566,0,30478899,6000001
MobilePayments,12050000,operating,SWE,2005,0,12050000,0,0,0,0,0
Software,8033458,operating,GBR,1996,0,8033458,0,0,0,0,0
HealthCare,6321095,operating,GBR,2008,0,6321095,0,0,0,0,0
Medical,,operating,USA,2008,0,0,0,0,0,0,0
Mobile,1000000,operating,,,0,1000000,0,0,0,0,0
Software,,acquired,USA,,0,0,0,0,0,0,0
InternetRadioMarket,2500000,operating,USA,2001,0,2500000,0,0,0,0,0
RealEstate,67000000,operating,USA,,0,2000000,0,0,0,10000000,55000000
Software,4277507,operating,USA,2005,1894000,2383507,0,0,0,0,0
Software,2100000,operating,USA,1998,0,2100000,0,0,0,0,0
Biotechnology,32655000,operating,USA,,0,32655000,0,0,0,0,0
Hardware+Software,329695,operating,GBR,2011,0,0,0,329695,0,0,0
Telecommunications,15000000,operating,IRL,,0,15000000,0,0,0,0,0
Semiconductors,,operating,USA,2011,0,0,0,0,0,0,0
Hardware+Software,200000,operating,USA,,0,0,0,0,0,200000,0
Security,8198838,acquired,USA,2002,0,8198838,0,0,0,0,0
Hardware+Software,30500000,operating,USA,2006,0,22500000,0,0,0,8000000,0
Medical,1245092,operating,USA,2006,500184,744908,0,0,0,0,0
Media,,operating,USA,2011,0,0,0,0,0,0,0
HealthCareInformationTechnology,104594,operating,IRL,2010,104594,0,0,0,0,0,0
Advertising,18700000,operating,USA,2007,0,18700000,0,0,0,0,0
Marketplaces,75000,operating,USA,2010,0,75000,0,0,0,0,0
PublicRelations,5000000,operating,USA,1983,0,0,0,0,0,0,5000000
TechnicalContinuingEducation,,operating,USA,,0,0,0,0,0,0,0
HealthandWellness,8700000,operating,USA,1999,0,8700000,0,0,0,0,0
HealthCare,93654902,operating,USA,,0,14814106,0,0,0,68840794,10000002
RealEstate,,operating,GBR,2014,0,0,0,0,0,0,0
Security,2090000,closed,USA,,0,2090000,0,0,0,0,0
ConsumerElectronics,150594138,operating,TWN,1976,0,0,0,0,0,0,150594138
HealthCare,600000,operating,USA,2013,600000,0,0,0,0,0,0
Semiconductors,4880000,closed,CAN,2000,0,4880000,0,0,0,0,0
Fince,737630,operating,USA,2011,0,0,0,0,0,197630,0
Biotechnology,,operating,DNK,2011,0,0,0,0,0,0,0
Software,3638201,operating,USA,2006,0,3638201,0,0,0,0,0
HealthCare,41250,operating,,2013,41250,0,0,0,0,0,0
Semiconductors,4294788,operating,CHN,,0,4294788,0,0,0,0,0
Biotechnology,151250000,operating,USA,2008,0,36250000,0,0,0,0,115000000
EnterpriseSoftware,5280000,acquired,USA,1999,0,5280000,0,0,0,0,0
Advertising,30000,operating,BRA,2009,30000,0,0,0,0,0,0
HealthCare,100905707,operating,USA,2004,0,82000000,0,0,0,0,18905707
CleanTechnology,66500000,operating,USA,2004,0,66500000,0,0,0,0,0
Fince,5000000,operating,USA,,0,5000000,0,0,0,0,0
Biotechnology,3170442,operating,USA,,0,3170442,0,0,0,0,0
Travel,13274403,operating,GBR,2010,0,0,0,13274403,0,0,0
P2PMoneyTransfer,12500000,operating,USA,,0,12500000,0,0,0,0,0
Software,150000,operating,USA,2008,0,150000,0,0,0,0,0
Software,9000000,operating,USA,2000,0,9000000,0,0,0,0,0
HumanResources,100000,operating,NLD,2013,0,0,0,0,100000,0,0
EnterpriseSoftware,3600000,operating,USA,2010,1500000,1500000,0,0,0,600000,0
HealthCare,,operating,USA,2012,0,0,0,0,0,0,0
Incentives,49122326,operating,USA,1995,0,49122326,0,0,0,0,0
EnterpriseSoftware,24000000,operating,USA,,0,24000000,0,0,0,0,0
EnterpriseSoftware,2500000,operating,GBR,1990,0,2500000,0,0,0,0,0
HealthCare,50100000,operating,USA,1998,0,50100000,0,0,0,0,0
Semiconductors,135776263,operating,USA,2004,0,132242436,0,0,0,3533827,0
Gamification,1250000,operating,USA,2011,1250000,0,0,0,0,0,0
Software,,operating,USA,2003,0,0,0,0,0,0,0
Biotechnology,9599860,,USA,,0,8000000,0,0,0,1599860,0
Mobile,100000000,operating,IND,1992,0,0,0,0,0,0,100000000
InternetofThings,1400000,operating,USA,2013,1400000,0,0,0,0,0,0
Biotechnology,42000000,operating,USA,,0,42000000,0,0,0,0,0
,,operating,KHM,1993,0,0,0,0,0,0,0
Consulting,8000000,operating,USA,,0,8000000,0,0,0,0,0
Telecommunications,22247779,acquired,USA,,0,22247779,0,0,0,0,0
E-Commerce,13800000,operating,THA,2013,0,13800000,0,0,0,0,0
Networking,,operating,USA,2012,0,0,0,0,0,0,0
Android,7300000,acquired,USA,2013,0,7300000,0,0,0,0,0
Hardware+Software,1998000,operating,DNK,2003,0,1998000,0,0,0,0,0
Software,85000000,operating,,2000,0,0,0,0,0,0,85000000
Software,592000,operating,GBR,2000,0,592000,0,0,0,0,0
Software,20000000,acquired,USA,2002,0,20000000,0,0,0,0,0
Alytics,20000,operating,USA,,20000,0,0,0,0,0,0
EnterpriseSoftware,,operating,USA,2012,0,0,0,0,0,0,0
Advertising,43000000,operating,CHN,,0,43000000,0,0,0,0,0
Apps,8960000,operating,USA,2012,300000,8660000,0,0,0,0,0
CleanTechnology,976865,operating,GBR,2012,0,0,0,0,0,0,976865
Software,7974296,acquired,USA,1998,0,7974296,0,0,0,0,0
CleanTechnology,15000000,operating,USA,2006,0,15000000,0,0,0,0,0
Manufacturing,,operating,USA,2013,0,0,0,0,0,0,0
Networking,808211,operating,GBR,2013,808211,0,0,0,0,0,0
CuratedWeb,40000,acquired,USA,2012,40000,0,0,0,0,0,0
EnterpriseSoftware,118500000,operating,USA,2007,0,118500000,0,0,0,0,0
AdvertisingPlatforms,12100000,operating,CAN,2003,0,12100000,0,0,0,0,0
,3000,operating,USA,2011,0,0,3000,0,0,0,0
Fince,,operating,CRI,,0,0,0,0,0,0,0
HealthandWellness,130000,operating,,,130000,0,0,0,0,0,0
Fince,20000000,operating,USA,2006,0,20000000,0,0,0,0,0
Software,,operating,DEU,2002,0,0,0,0,0,0,0
FlashStorage,11000000,operating,SGP,2002,0,11000000,0,0,0,0,0
SemanticSearch,,operating,USA,1995,0,0,0,0,0,0,0
Fince,20292075,operating,USA,2005,0,20292075,0,0,0,0,0
Games,12500,operating,,,12500,0,0,0,0,0,0
Biotechnology,,operating,NLD,,0,0,0,0,0,0,0
E-Commerce,12879637,operating,GBR,1997,0,12879637,0,0,0,0,0
Biotechnology,3162000,operating,USA,,0,3162000,0,0,0,0,0
EnterpriseSoftware,150000,operating,COL,2008,0,0,0,0,0,0,0
Software,495440,operating,,,495440,0,0,0,0,0,0
EnterpriseSoftware,6000000,operating,USA,1996,0,6000000,0,0,0,0,0
Biotechnology,26980000,operating,USA,2008,0,24980000,0,0,0,2000000,0
MarketingAutomation,72500000,operating,USA,2008,0,72500000,0,0,0,0,0
CleanTechnology,9800000,acquired,USA,,1000000,5800000,0,0,0,0,0
CleanTechnology,22123893,operating,USA,2004,0,22123893,0,0,0,0,0
Travel&Tourism,116987,operating,IRL,2013,97009,0,0,0,0,0,0
